month,national_beans_price_per_kg,national_maize_price_per_kg,national_rice_price_per_kg,national_staple_price_per_kg,national_maize_price_per_kg_3_month_avg,national_maize_price_per_kg_6_month_avg,national_beans_price_per_kg_3_month_avg,national_beans_price_per_kg_6_month_avg,national_rice_price_per_kg_3_month_avg,national_rice_price_per_kg_6_month_avg,national_staple_price_per_kg_3_month_avg,national_staple_price_per_kg_6_month_avg
2014-01-01,74.2538888888889,41.522393162393165,,57.88814102564103,41.458174264007596,40.911540835707505,73.51008230452675,72.90066872427984,,,57.48412828426717,56.90610477999366
2014-02-01,75.97311111111111,40.264529914529916,,58.11882051282051,40.97289411206078,40.9759532288699,74.358341563786,74.15602263374485,,,57.6656178379234,57.56598793130738
2014-03-01,78.64377777777779,37.25976851851852,,57.95177314814815,39.682230531813865,40.60494242640076,76.29025925925926,75.09583744855968,,,57.986244895536565,57.85038993748021
2014-04-01,81.26911111111112,40.62777777777777,,60.94844444444445,39.38402540360873,40.421099833808164,78.62866666666666,76.06937448559671,,,59.0063460351377,58.24523715970244
2014-05-01,80.77266666666667,41.611282051282046,,61.191974358974356,39.83294278252611,40.402918447293445,80.22851851851851,77.29343004115226,,,60.030730650522315,58.848174244222854
2014-06-01,76.18122222222222,43.67740740740741,,59.929314814814816,41.97215574548907,40.827193138651474,79.40766666666666,77.84896296296296,,,60.68991120607787,59.33807805080721
2014-07-01,68.61985555555556,42.57047222222222,,55.59516388888889,42.6197205603039,41.00187298195632,75.19124814814813,76.90995740740742,,,58.90548435422602,58.955915194681864
2014-08-01,67.65948611111111,41.56587962962963,,54.612682870370364,42.60458641975308,41.2187646011396,70.82018796296296,75.52435324074075,,,56.712387191358026,58.37155892094017
2014-09-01,69.24488888888888,38.00119658119658,,53.62304273504273,40.71251614434947,41.34233594491928,68.50807685185184,73.95787175925925,,,54.61029649810066,57.65010385208927
2014-10-01,68.4281,37.637685185185184,,53.03289259259259,39.06825379867046,40.84398717948718,68.44415833333333,71.81770324074074,,,53.75620606600189,56.33084521011396
2014-11-01,68.47502469135802,37.33623232323232,,52.90562850729517,37.6583713632047,40.13147889147889,68.71600452674896,69.76809624485595,,,53.187187944976834,54.94978756816743
2014-12-01,66.49111111111111,34.916700854700856,,50.70390598290598,36.63020612103946,38.671361132694464,67.79807860082303,68.15307772633744,,,52.21414236093125,53.41221942951595
2015-01-01,72.53238095238096,37.31269005847953,,54.92253550543025,36.52187441213757,37.795064105404016,69.16617225161669,68.80516529247501,,,52.84402333187713,53.30011469893952
2015-02-01,75.11094017094017,39.035694444444445,,57.07331730769231,37.088361785874945,37.37336657453982,71.37814407814408,70.04707430244652,,,54.2332529320095,53.710220438493174
2015-03-01,78.9645299145299,37.28660130718954,,58.125565610859724,37.87832860337117,37.25426736220532,75.53595034595034,71.6670144733867,,,56.70713947466076,54.460640917796006
2015-04-01,81.9748717948718,41.160833333333336,,61.567852564102566,39.16104302832244,37.84145872023,78.68344729344729,73.92480977253199,,,58.92224516088487,55.883134246381
2015-05-01,86.49965811965811,41.39535947712418,,63.94750879839114,39.947598039215684,38.517979912545314,82.4796866096866,76.92891534391534,,,61.21364232445114,57.72344762823033
2015-06-01,83.70871794871795,40.49703703703704,,62.1028774928775,41.01774328249818,39.44803594293468,84.06108262108262,79.79851648351648,,,62.5394129517904,59.62327621322558
2015-07-01,75.3884017094017,41.240240740740745,,58.314321225071225,41.04421241830065,40.10262772331155,81.86559259259258,80.27451994301994,,,61.45490250544662,60.18857383316574
2015-08-01,70.89611111111111,41.553703703703704,,56.22490740740741,41.096993827160496,40.5222959331881,76.66441025641025,79.57204843304844,,,58.880702041785376,60.047172183118256
2015-09-01,71.53101851851852,39.428024691358026,,55.47952160493827,40.740656378600825,40.8791998305495,72.60517711301044,78.33312986704654,,,56.67291674580563,59.60616484879802
2015-10-01,74.03694444444444,38.62783950617284,,56.33239197530864,39.86985596707819,40.45703419268943,72.15469135802469,77.01014197530864,,,56.01227366255144,58.733588083999024
2015-11-01,75.86636363636363,38.56718954248366,,57.216776589423645,38.8743512466715,39.985672536916006,73.81144219977553,75.23792622809289,,,56.34289672322351,57.611799382504444
2015-12-01,74.5374074074074,38.503274853801166,,56.52034113060428,38.56610130081922,39.65337883971002,74.81357182940515,73.70937447120781,,,56.68983656511219,56.681376655458905
2016-01-01,74.11083333333333,38.7279012345679,,56.41936728395062,38.59945521028424,39.234655588681214,74.83820145903478,73.49644640852974,,,56.71882833465951,56.36555099860548
2016-02-01,71.49264957264958,37.86382716049383,,54.678238366571705,38.3650010829543,38.61967616481291,73.3802967711301,73.59586948545281,,,55.8726489270422,56.107772825132855
2016-03-01,74.65982905982906,37.60754385964912,,56.133686459739096,38.06642408490361,38.31626269286142,73.42110398860399,74.11733790900458,,,55.74376403675381,56.216800300932995
2016-04-01,69.19166666666666,28.675396825396827,,48.93353174603175,34.71558928184659,36.65752224606542,71.78138176638176,73.30979161270828,,,53.24848552411418,54.983656929386854
2016-05-01,74.4042735042735,39.42345679012346,,56.91386514719848,35.235465825056465,36.80023345400539,72.75192307692308,73.06610992402659,,,53.99369445098977,54.933171689015985
2016-06-01,71.77239316239317,39.17356725146199,,55.47298020692758,35.757473622327424,36.91194885361552,71.78944444444444,72.60527421652422,,,53.77345903338593,54.75861153506987
2016-07-01,72.48655555555555,40.00319753086419,,56.24487654320987,39.53340719081655,37.12449823633157,72.88774074074074,72.33456125356126,,,56.21057396577864,54.72952974494641
2016-08-01,70.69276068376068,39.63066081871345,,55.16171075123707,39.60247520034654,37.418970512701506,71.65056980056981,72.20124643874644,,,55.62652250045817,54.81010847572398
2016-09-01,71.13290598290598,38.66175438596491,,54.89733018443545,39.43187091184751,37.59467226708747,71.4374074074074,71.61342592592592,,,55.43463915962746,54.60404909650669
2016-10-01,72.38692307692307,41.25055555555556,,56.818739316239316,39.84765692007797,39.69053205544726,71.40419658119657,72.14596866096866,,,55.62592675063727,55.918250358207956
2016-11-01,75.26547008547008,41.02660818713451,,58.14603913630229,40.31297270955165,39.9577239549491,72.92843304843304,72.28950142450141,,,56.62070287899235,56.12361268972526
2016-12-01,75.78982905982906,41.44707602339181,,58.61845254161044,41.24141325536062,40.33664208360407,74.48074074074073,72.95907407407407,,,57.861076998050684,56.64785807883908
2017-01-01,79.4925641025641,44.36351851851852,,61.92804131054131,42.279067576348275,41.063362248213124,76.84928774928774,74.12674216524216,,,59.56417766281802,57.595052206727644
2017-02-01,84.56264957264958,48.095882352941175,,66.32926596279538,44.63549229828383,42.47423250391775,79.94834757834757,76.43839031339031,,,62.29191993831571,59.456311408654024
2017-03-01,91.19333333333333,52.472098765432094,,71.83271604938271,48.310499878963924,44.775956567162275,85.082849002849,79.78179487179487,,,66.69667444090646,62.27887571947858
2017-04-01,100.29974358974358,56.34625,,78.32299679487178,52.30474370612442,47.29190564123635,92.01857549857549,84.43393162393163,,,72.16165960234996,65.86291863258398
2017-05-01,98.95581196581196,58.78397660818714,,78.86989428699955,55.8674417912064,50.25146704474512,96.81629629629629,88.38232193732193,,,76.34186904375134,69.31689449103352
2017-06-01,92.05589743589744,59.55438596491228,,75.80514170040486,58.228204191033136,53.26935203499854,97.10381766381767,91.09333333333332,,,77.6660109274254,72.18134268416593
2017-07-01,89.77102564102564,54.711172839506176,,72.24109924026591,57.68317847086852,54.993961088496484,93.594245014245,92.80641025641025,,,75.63871174255678,73.90018567245336
2017-08-01,89.60157407407407,50.16801169590643,,69.88479288499025,54.811190166774956,55.33931597899069,90.47616571699905,93.64623100664767,,,72.643677941887,74.49277349281918
2017-09-01,86.38952380952381,49.232573099415205,,67.8110484544695,51.37058587827593,54.79939503465454,88.58737450820784,92.84559608601275,,,69.97898019324188,73.82249556033365
2017-10-01,89.05442735042735,46.865092592592596,,67.95975997150997,48.755225795971405,53.21920213341997,88.34850841134174,90.97137671279337,,,68.55186710365656,72.09528942310668
2017-11-01,89.52094017094018,45.59549707602339,,67.55821862348179,47.231054256010395,51.02112221139268,88.32163044363044,89.39889808031474,,,67.77634234982042,70.21001014585372
2017-12-01,86.28649572649573,43.47937037037037,,64.88293304843305,45.31332001299544,48.34195294563569,88.28728774928776,88.4373311287478,,,66.8003038811416,68.38964203719173
2018-01-01,85.5536507936508,45.263765432098765,,65.40870811287479,44.77954429283084,46.767385044401124,87.12036223036223,87.734435320852,,,65.94995326159653,67.25091018262655
2018-02-01,80.39031746031745,44.28978362573099,,62.34005054302422,44.3443064760667,45.78768036603855,84.07682132682133,86.19922588522589,,,64.21056390144402,65.99345312563223
2018-03-01,83.54069444444444,44.41527777777778,,63.97798611111111,44.65627561186918,44.98479781243231,83.16155423280422,85.72442099104599,,,63.90891492233671,65.35460940173915
2018-04-01,81.61164102564103,42.82975308641975,,62.22069705603039,43.84493816330951,44.31224122807018,81.84755097680097,84.4839566035816,,,62.84624457005524,64.39809891582588
2018-05-01,76.66952380952382,40.92092592592593,,58.795224867724876,42.72198559670782,43.53314603638726,80.60728642653642,82.34205387667889,,,61.66463601162212,62.93759995653307
2018-06-01,71.57325396825397,39.93098765432099,,55.752120811287476,41.22722222222222,42.94174891704571,76.6181396011396,79.88984691697192,,,58.922680911680914,61.41579791700881
2018-07-01,67.55579365079366,37.86017543859649,,52.70798454469508,39.570696339614464,41.70781725146199,71.93285714285715,76.89020405982906,,,55.75177674123581,59.299010655645525
2018-08-01,66.5936746031746,34.258830409356726,,50.42625250626567,37.3499978340914,40.03599171539961,68.57424074074073,74.59076358363859,,,52.96211928741608,57.31337764951909
2018-09-01,66.7415873015873,33.71485380116959,,50.22822055137844,35.277953216374264,38.25258771929825,66.96368518518518,71.7909123931624,,,51.12081920077973,55.021750056230324
2018-10-01,67.0663888888889,34.36030864197531,,50.7133487654321,34.11133095083387,36.84101364522417,66.80055026455027,69.3667037037037,,,50.45594060769207,53.103858674463936
2018-11-01,67.44190476190477,33.51736842105263,,50.479636591478695,33.86417695473251,35.607087394411955,67.08329365079364,67.8287671957672,,,50.47373530276308,51.717927295089574
2018-12-01,71.3227037037037,34.325836257309945,120.0,75.21617998700454,34.06783777344596,34.672895494910115,68.61033245149912,67.78700881834216,120.0,120.0,58.80305511463845,54.96193715770909
